id	vernacularName	source	language	countryCode	sex	lifeStage	isPreferredName
2913914	Rough Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2913931	White Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2913935	Hairy Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2914101	Boreal Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2914640	Bog Bedstraw	Checklist of Vermont Species	eng	US	null	null	false
2914642	Woodruff	TAXREF	eng	GB	null	null	null
2914722	Wild Licorice	Martha's Vineyard species checklist	eng	null	null	null	null
2923947	Button-willow	Checklist of Vermont Species	eng	US	null	null	null
2925514	Purpletop	Checklist of Vermont Species	eng	US	null	null	null
2925514	Tall Vervain	Checklist of Vermont Species	eng	US	null	null	false
2925527	American Blue Vervain	Checklist of Vermont Species	eng	US	null	null	null
2926679	Hen-bit Dead-nettle	Checklist of Vermont Species	eng	US	null	null	false
2926682	Purple Dead-nettle	Martha's Vineyard species checklist	eng	null	null	null	null
2926899	Head Betony	Martha's Vineyard species checklist	eng	null	null	null	false
2926945	Cushion Calamint	Checklist of Vermont Species	eng	US	null	null	null
2927078	Bugleweed	Checklist of Vermont Species	eng	US	null	null	null
2927079	Standing Bugle	Database of Vascular Plants of Canada (VASCAN)	eng	null	null	null	false
2927118	Basil Balm	Checklist of Vermont Species	eng	US	null	null	false
2927171	Branched Bluecurls	Checklist of Vermont Species	eng	US	null	null	false
2927175	Spear Mint	DAISIE - Inventory of alien invasive species in Europe	eng	null	null	null	null
2927190	Apple Mint	Checklist of Vermont Species	eng	US	null	null	null
2927192	Common Mint	Checklist of Vermont Species	eng	US	null	null	false
2927198	American Corn Mint	Martha's Vineyard species checklist	eng	null	null	null	null
2927230	Woolly Hedge-nettle	Checklist of Vermont Species	eng	US	null	null	true
2927245	Hedge-nettle	Martha's Vineyard species checklist	eng	null	null	null	null
2943190	Siberian Peatree	Checklist of Vermont Species	eng	US	null	null	null
2927376	Wild Basil	Checklist of Vermont Species	eng	US	null	null	null
2927492	Scaldweed	TAXREF	eng	GB	null	null	null
2927518	Common Dodder	Checklist of Vermont Species	eng	US	null	null	null
2927552	Narrow-leaved Collomia	Checklist of Vermont Species	eng	US	null	null	true
2927727	Ground Pink	Checklist of Vermont Species	eng	US	null	null	false
2927730	Blue Phlox	Checklist of Vermont Species	eng	US	null	null	null
2888353	Convulsion Root	Martha's Vineyard species checklist	eng	null	null	null	false
2891677	Slender Yellow Woodsorrel	Checklist of Vermont Species	eng	US	null	null	null
2913380	Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2926884	Winter Savory	Checklist of Vermont Species	eng	US	null	null	null
2888513	Beaked Corydalis	TAXREF	eng	GB	null	null	null
2888522	Pink-corydalis	Checklist of Vermont Species	eng	US	null	null	null
2888546	Staggerweed	Checklist of Vermont Species	eng	US	null	null	null
2888561	Climbing-fumatory	Checklist of Vermont Species	eng	US	null	null	null
2888564	Bleeding Heart	TAXREF	eng	GB	null	null	null
2888586	Black Haw	Checklist of Vermont Species	eng	US	null	null	null
2888594	Arrow-wood Viburnum	Martha's Vineyard species checklist	eng	null	null	null	null
2888596	Mapleleaf Viburnum	Checklist of Vermont Species	eng	US	null	null	null
2888601	American Wayfaring Tree	Checklist of Vermont Species	eng	US	null	null	false
2888606	Downy Arrow-wood	Checklist of Vermont Species	eng	US	null	null	null
2888608	Blackhaw	Checklist of Vermont Species	eng	US	null	null	null
2888613	Mooseberry	Checklist of Vermont Species	eng	US	null	null	null
2888615	Wayfaring Viburnum	Checklist of Vermont Species	eng	US	null	null	true
2888625	Wayfaring-bush	Checklist of Vermont Species	eng	US	null	null	null
2888627	Possumhaw	Checklist of Vermont Species	eng	US	null	null	null
2888634	Waxberry	Checklist of Vermont Species	eng	US	null	null	null
2888716	Scarlet-fruit Horse-gentian	Checklist of Vermont Species	eng	US	null	null	false
2888723	Red-berried Elder	Checklist of Vermont Species	eng	US	null	null	null
2888946	Yard Dock	Checklist of Vermont Species	eng	US	null	null	false
2888948	Alpine Dock	Checklist of Vermont Species	eng	US	null	null	null
2888951	Sorrel Dock	Checklist of Vermont Species	eng	US	null	null	null
2888995	Sheep's Sorrel	TAXREF	eng	GB	null	null	null
2889229	Prince's Plume	Checklist of Vermont Species	eng	US	null	null	false
2889299	Alpine Bistort	TAXREF	eng	GB	null	null	null
2889340	Mild Smartweed	Martha's Vineyard species checklist	eng	null	null	null	false
2889373	Common Buckwheat	Martha's Vineyard species checklist	eng	null	null	null	null
2889838	Spruce Dwarf Mistletoe	Checklist of Vermont Species	eng	US	null	null	false
2889934	Garden Nasturtium	Checklist of Vermont Species	eng	US	null	null	null
2890075	Bicknell's Geranium	Checklist of Vermont Species	eng	US	null	null	true
2891677	Slender Yellow Wood-sorrel	Martha's Vineyard species checklist	eng	null	null	null	null
2891774	Touch-me-not	Checklist of Vermont Species	eng	US	null	null	null
2891783	Balfour's Jewelweed	Checklist of Vermont Species	eng	US	null	null	true
2913288	Scotchmist	TAXREF	eng	GB	null	null	null
2913365	Threepetal Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2913380	Clayton's Bedstraw	Checklist of Vermont Species	eng	US	null	null	false
2913472	Obtuse Bedstraw	Martha's Vineyard species checklist	eng	null	null	null	false
2913548	Bedstraw	Martha's Vineyard species checklist	eng	null	null	null	null
2913548	White Hedge	Checklist of Vermont Species	eng	US	null	null	null
2925514	Purpletop Vervain	Checklist of Vermont Species	eng	US	null	null	null
2925527	Swamp Vervain	Checklist of Vermont Species	eng	US	null	null	false
2925530	Nettle-leaved Vervain	Martha's Vineyard species checklist	eng	null	null	null	true
2925531	Hoary Vervain	Checklist of Vermont Species	eng	US	null	null	null
2925532	Prostrate Verbena	Checklist of Vermont Species	eng	US	null	null	null
2925756	Bristly Stickseed	Checklist of Vermont Species	eng	US	null	null	true
2925815	Houndstongue	Checklist of Vermont Species	eng	US	null	null	null
2925892	Common Viper's Bugloss	Martha's Vineyard species checklist	eng	null	null	null	null
2925932	Stickseed	Checklist of Vermont Species	eng	US	null	null	true
2926068	Russian Comfrey	DAISIE - Inventory of alien invasive species in Europe	eng	null	null	null	null
2926086	Gromwell	Checklist of Vermont Species	eng	US	null	null	null
2926110	Common Borage	Checklist of Vermont Species	eng	US	null	null	null
2926406	Fennel	Checklist of Vermont Species	eng	US	null	null	false
2926502	Ohio Horsemint	Checklist of Vermont Species	eng	US	null	null	false
2926557	Ground Ivy	Martha's Vineyard species checklist	eng	null	null	null	null
2926572	Virginia False Dragonhead	Checklist of Vermont Species	eng	US	null	null	true
2926612	Oregano	Checklist of Vermont Species	eng	US	null	null	null
2926628	Stoneroot	Checklist of Vermont Species	eng	US	null	null	null
2926665	Forked Blue-curls	Checklist of Vermont Species	eng	US	null	null	null
2926679	Henbit	Checklist of Vermont Species	eng	US	null	null	null
2927078	Creeping Bugle	Database of Vascular Plants of Canada (VASCAN)	eng	null	null	null	true
2888485	Thorn Poppy	Checklist of Vermont Species	eng	US	null	null	false
2889011	Blunt-leaved Dock	Martha's Vineyard species checklist	eng	null	null	null	false
2889262	Pale Smartweed	Martha's Vineyard species checklist	eng	null	null	null	true
2890122	Pyrenees Crane's-bill	Checklist of Vermont Species	eng	US	null	null	false
2890212	Small Geranium	Martha's Vineyard species checklist	eng	null	null	null	null
2913130	Common Marsh Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2913463	Sweet Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2925901	Take-all-weed	Checklist of Vermont Species	eng	US	null	null	null
2888606	Downy Arrowwood	Checklist of Vermont Species	eng	US	null	null	null
2888608	Black Haw	Checklist of Vermont Species	eng	US	null	null	null
2888613	Highbush Cranberry	Checklist of Vermont Species	eng	US	null	null	false
2888615	Mealytree	Checklist of Vermont Species	eng	US	null	null	null
2888716	Wild Coffee	Checklist of Vermont Species	eng	US	null	null	false
2888723	European Red Elder	Checklist of Vermont Species	eng	US	null	null	null
2888754	Swamp Valerian	Checklist of Vermont Species	eng	US	null	null	false
2888763	Garden Heliotrope	Checklist of Vermont Species	eng	US	null	null	null
2888808	Blue Buttons	Checklist of Vermont Species	eng	US	null	null	false
2888814	Venus's-bath	Checklist of Vermont Species	eng	US	null	null	null
2888946	Northern Dock	TAXREF	eng	GB	null	null	null
2888948	Monk's-rhubarb	Checklist of Vermont Species	eng	US	null	null	null
2889011	Broad-leaved Dock, Bitter Dock	Checklist of Vascular Plants in Korea	eng	null	null	null	null
2889033	Pale Willow Dock	Checklist of Vermont Species	eng	US	null	null	false
2889088	Elephant-ear	Checklist of Vermont Species	eng	US	null	null	false
2889173	Asian Knotweed	Checklist of Vascular Plants in Korea	eng	null	null	null	null
2889198	Pink Knotweed	Checklist of Vermont Species	eng	US	null	null	false
2889229	Princess-feather	Checklist of Vermont Species	eng	US	null	null	null
2889299	Viviparous Knotweed	Checklist of Vermont Species	eng	US	null	null	false
2889320	Jumpseed	Checklist of Vermont Species	eng	US	null	null	null
2889340	False Waterpepper	Martha's Vineyard species checklist	eng	null	null	null	true
2889373	Japanese Buckwheat	Martha's Vineyard species checklist	eng	null	null	null	null
2889378	India-wheat	Checklist of Vermont Species	eng	US	null	null	null
2889770	Earthberry	Checklist of Vermont Species	eng	US	null	null	false
2889777	Common Comandra	Checklist of Vermont Species	eng	US	null	null	false
2889838	Dwarf-mistletoe	Checklist of Vermont Species	eng	US	null	null	null
2890075	Northern Cranesbill	Checklist of Vermont Species	eng	US	null	null	true
2890122	Pyrenean Cranesbill	Checklist of Vermont Species	eng	US	null	null	false
2890212	Small-flower Crane's-bill	Martha's Vineyard species checklist	eng	null	null	null	null
2890920	Blood-red Crane's-bill	Checklist of Vermont Species	eng	US	null	null	false
2891079	Rock Crane's-bill	Checklist of Vermont Species	eng	US	null	null	null
2891390	Black-widow	Checklist of Vermont Species	eng	US	null	null	null
2891677	Dillen's Wood-sorrel	Checklist of Vermont Species	eng	US	null	null	null
2891760	Mountain Woodsorrel	TAXREF	eng	GB	null	null	null
2891767	Pale Jewelweed	Martha's Vineyard species checklist	eng	null	null	null	true
2891770	Policeman's-helmet	Checklist of Vermont Species	eng	US	null	null	null
2891774	Jewelweed	Martha's Vineyard species checklist	eng	null	null	null	null
2891774	Orange Jewelweed	Checklist of Vermont Species	eng	US	null	null	false
2891783	Balfour's Touch-me-not	Checklist of Vermont Species	eng	US	null	null	null
2913365	Small Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2913380	Small Bedstraw	Checklist of Vermont Species	eng	US	null	null	false
2913463	Fragrant Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2913548	Goose Grass	Checklist of Vermont Species	eng	US	null	null	null
2913548	Sticky Bobs	Martha's Vineyard species checklist	eng	null	null	null	false
2913903	Lance-leaved Wild Licorice	Checklist of Vermont Species	eng	US	null	null	true
2914101	Kamchatka Bedstraw	Database of Vascular Plants of Canada (VASCAN)	eng	null	null	null	true
2914640	Labrador Bedstraw	Checklist of Vermont Species	eng	US	null	null	true
2914642	Sweetscented Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2914722	Woods Bedstraw	Checklist of Vermont Species	eng	US	null	null	false
2923947	Eastern Buttonbush	Checklist of Vermont Species	eng	US	null	null	true
2925445	Lopseed	Checklist of Vermont Species	eng	US	null	null	null
2925500	Narrow-leaved Vervain	Checklist of Vermont Species	eng	US	null	null	null
2925514	Argentinian Vervain	DAISIE - Inventory of alien invasive species in Europe	eng	null	null	null	null
2925514	Argentina Vervain	Checklist of Vermont Species	eng	US	null	null	false
2925527	Simpler's-joy	Martha's Vineyard species checklist	eng	null	null	null	null
2925756	European Stickseed	Checklist of Vermont Species	eng	US	null	null	null
2925815	Rats-and-mice	Checklist of Vermont Species	eng	US	null	null	null
2925892	Blueweed	Checklist of Vermont Species	eng	US	null	null	null
2888601	Moosewood	Checklist of Vermont Species	eng	US	null	null	null
2888867	Wine-plant	Checklist of Vermont Species	eng	US	null	null	false
2888995	Redweed	Checklist of Vermont Species	eng	US	null	null	false
2890668	Robert Geranium	Checklist of Vermont Species	eng	US	null	null	null
2890996	Geranium	Checklist of Vermont Species	eng	US	null	null	null
2891304	Meadow Geranium	Checklist of Vermont Species	eng	US	null	null	null
2891677	Grey-green Wood-sorrel	Martha's Vineyard species checklist	eng	null	null	null	false
2891773	Touch-me-not	Checklist of Vermont Species	eng	US	null	null	null
2913288	Wood Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2925532	Prostrate Vervain	Checklist of Vermont Species	eng	US	null	null	null
2888615	Wayfaring Tree	TAXREF	eng	GB	null	null	null
2888627	Wild Raisin	Checklist of Vermont Species	eng	US	null	null	true
2888634	Snowberry	Checklist of Vermont Species	eng	US	null	null	null
2888636	Coralberry	Checklist of Vermont Species	eng	US	null	null	null
2888716	Coffee Tinker's-weed	Checklist of Vermont Species	eng	US	null	null	false
2888763	European Valerian	Checklist of Vermont Species	eng	US	null	null	false
2888808	Bluebuttons	Checklist of Vermont Species	eng	US	null	null	null
2888946	Field Dock	Checklist of Vermont Species	eng	US	null	null	false
2888948	Butter Dock	Checklist of Vermont Species	eng	US	null	null	null
2888951	Sour Dock	Checklist of Vermont Species	eng	US	null	null	null
2888995	Sorrel	Martha's Vineyard species checklist	eng	null	null	null	null
2889011	Broadleaf Dock	Checklist of Vermont Species	eng	US	null	null	null
2889033	White Dock	Checklist of Vermont Species	eng	US	null	null	false
2889088	Sacaline	Checklist of Vermont Species	eng	US	null	null	null
2889229	Oriental Smartweed	Checklist of Vermont Species	eng	US	null	null	true
2889299	Serpent-grass	Checklist of Vermont Species	eng	US	null	null	false
2889320	American Jumpseed	Checklist of Vermont Species	eng	US	null	null	true
2889340	False Water-pepper	Martha's Vineyard species checklist	eng	null	null	null	null
2889373	Garden Buckwheat	Martha's Vineyard species checklist	eng	null	null	null	false
2889378	Green Buckwheat	Checklist of Vermont Species	eng	US	null	null	null
2890075	Northern Geranium	Checklist of Vermont Species	eng	US	null	null	false
2890122	Pyrenees Geranium	Checklist of Vermont Species	eng	US	null	null	true
2890212	Small-flowered Crane's-bill	TAXREF	eng	GB	null	null	null
2890996	Smooth-fruited Geranium	Checklist of Vermont Species	eng	US	null	null	true
2891079	Bigroot Geranium	Checklist of Vermont Species	eng	US	null	null	null
2891677	Erect Wood-sorrel	Martha's Vineyard species checklist	eng	null	null	null	null
2891774	Common Jewelweed	Checklist of Vermont Species	eng	US	null	null	true
2891783	Kashmir Balsam	Martha's Vineyard species checklist	eng	null	null	null	null
2913130	Marsh-bedstraw	Checklist of Vermont Species	eng	US	null	null	true
2913365	Three-petalled Bedstraw	Checklist of Vermont Species	eng	US	null	null	true
2913380	Stiff Marsh Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2913463	Sweetscented Bedstraw	Checklist of Vermont Species	eng	US	null	null	null
2913472	Blunt-leaved Bedstraw	Checklist of Vermont Species	eng	US	null	null	true
2913548	Cleavers	TAXREF	eng	GB	null	null	null
2913548	Goosegrass	United Kingdom Species Inventory (UKSI)	eng	null	null	null	false
2913903	Torrey's Wild Licorice	Checklist of Vermont Species	eng	US	null	null	false
2914101	Northern Wild Licorice	Checklist of Vermont Species	eng	US	null	null	true
2914640	Northern Bog Bedstraw	TAXREF	eng	GB	null	null	null
2914642	Sweet-scented Bedstraw	Checklist of Vermont Species	eng	US	null	null	true
2914722	White Wild Licorice	Martha's Vineyard species checklist	eng	null	null	null	false
2923947	Honey-bells	Martha's Vineyard species checklist	eng	null	null	null	null
2925445	American Lopseed	Checklist of Vermont Species	eng	US	null	null	null
2925500	Narrowleaf Vervain	Checklist of Vermont Species	eng	US	null	null	null
2925514	Cluster-flower Verbena	Checklist of Vermont Species	eng	US	null	null	null
2925514	Brazil Vervain	Checklist of Vermont Species	eng	US	null	null	false
2925527	Blue Vervain	Checklist of Vermont Species	eng	US	null	null	null
2925531	Woolly Vervain	Checklist of Vermont Species	eng	US	null	null	false
2925532	Creeping Vervain	Checklist of Vermont Species	eng	US	null	null	null
2925815	Gypsyflower	Catalogue of Life	eng	null	null	null	null
2925820	Wild Comfrey	Checklist of Vermont Species	eng	US	null	null	null
2925892	Blue Echium	Martha's Vineyard species checklist	eng	null	null	null	null
2926406	Lavender Giant Hyssop	Checklist of Vermont Species	eng	US	null	null	false
2926408	Catnip Giant Hyssop	Checklist of Vermont Species	eng	US	null	null	null
2926501	Hairy Wood-mint	Checklist of Vermont Species	eng	US	null	null	null
2926502	Downy Pagoda-plant	Checklist of Vermont Species	eng	US	null	null	null
2926557	Groundivy	Martha's Vineyard species checklist	eng	null	null	null	null
2926628	Citronella Horse Balm	Checklist of Vermont Species	eng	US	null	null	true
2926665	Bastard Pennyroyal	Checklist of Vermont Species	eng	US	null	null	null
2926679	Henbit Dead-nettle	Martha's Vineyard species checklist	eng	null	null	null	null
2926682	Purple Archangel	Database of Vascular Plants of Canada (VASCAN)	eng	null	null	null	false
2926684	Spotted Dead-nettle	Checklist of Vermont Species	eng	US	null	null	null
2926691	False Pennyroyal	Checklist of Vermont Species	eng	US	null	null	null
2926899	Creeping Germander	Checklist of Vermont Species	eng	US	null	null	false
2888613	Squashberry Viburnum	Checklist of Vermont Species	eng	US	null	null	false
2888723	Red-berry Elder	Checklist of Vermont Species	eng	US	null	null	null
2890668	Robert's Geranium	Martha's Vineyard species checklist	eng	null	null	null	null
2890920	Bloody Geranium	Checklist of Vermont Species	eng	US	null	null	null
2888808	Gypsy's-rose	Checklist of Vermont Species	eng	US	null	null	null
2888867	Pieplant	Checklist of Vermont Species	eng	US	null	null	null
2888946	Dooryard Dock	Checklist of Vermont Species	eng	US	null	null	null
2888948	Mountain-rhubarb	Checklist of Vermont Species	eng	US	null	null	null
2888951	Sorrel	Checklist of Vermont Species	eng	US	null	null	null
2888963	Sharp Dock	Checklist of Vermont Species	eng	US	null	null	null
2888995	Common Sheep Sorrel	Checklist of Vermont Species	eng	US	null	null	null
2891677	Wood-shamrock	Checklist of Vermont Species	eng	US	null	null	null
2891760	Mountain Wood-sorrel	Checklist of Vermont Species	eng	US	null	null	false
2891767	Jewelweed	Martha's Vineyard species checklist	eng	null	null	null	null
2891770	Purple Jewelweed	Checklist of Vermont Species	eng	US	null	null	true
2891773	Rose Balsam	Checklist of Vermont Species	eng	US	null	null	null
2891774	Orange Touch-me-not	Martha's Vineyard species checklist	eng	null	null	null	null
2913548	Small Goose-grass	Checklist of Vermont Species	eng	US	null	null	null
2925514	Wild Verbena	Checklist of Vermont Species	eng	US	null	null	null
2925527	Wild Hyssop	Martha's Vineyard species checklist	eng	null	null	null	null
2925530	Burvine	Checklist of Vermont Species	eng	US	null	null	null
2925531	Woolly Verbena	Checklist of Vermont Species	eng	US	null	null	null
2925532	Bracted Vervain	Checklist of Vermont Species	eng	US	null	null	null
2925756	Bristly-fruit Stickweed	Checklist of Vermont Species	eng	US	null	null	false
2925815	Hound's Tongue	Checklist of Vermont Species	eng	US	null	null	null
2925901	Pigeon Weed	Checklist of Vermont Species	eng	US	null	null	false
2925932	Sticktight	Checklist of Vermont Species	eng	US	null	null	null
2926045	Siberian-bugloss	GRIN Taxonomy	eng	null	null	null	null
2926068	Upland Comfrey	Checklist of Vermont Species	eng	US	null	null	true
2926086	European Stoneseed	Checklist of Vermont Species	eng	US	null	null	null
2926110	Borage	DAISIE - Inventory of alien invasive species in Europe	eng	null	null	null	null
2926557	Haymaids	Checklist of Vermont Species	eng	US	null	null	null
2926572	Obedient Plant	Checklist of Vermont Species	eng	US	null	null	null
2926612	Wild Marjoram	Checklist of Vermont Species	eng	US	null	null	null
2926628	Northern Horsebalm	Checklist of Vermont Species	eng	US	null	null	null
2926679	Common Dead-nettle	Martha's Vineyard species checklist	eng	null	null	null	true
2926682	Red Deadnettle	Checklist of Vermont Species	eng	US	null	null	true
2926684	Spotted Deadnettle	Checklist of Vermont Species	eng	US	null	null	true
2926691	Rough False Pennyroyal	Checklist of Vermont Species	eng	US	null	null	null
2926704	American Pennyroyal	Checklist of Vermont Species	eng	US	null	null	null
2926759	Hooded Skullcap	Martha's Vineyard species checklist	eng	null	null	null	null
2926899	Wild Germander	Martha's Vineyard species checklist	eng	null	null	null	null
2926945	Dogmint	Checklist of Vermont Species	eng	US	null	null	null
2926995	Whorled Sage	Checklist of Vermont Species	eng	US	null	null	false
2927004	Sage	TAXREF	eng	GB	null	null	null
2927069	Common Horehound	Checklist of Vermont Species	eng	US	null	null	true
2927075	Crested Latesummer Mint	Checklist of Vermont Species	eng	US	null	null	null
2927078	Blue Bugle	Checklist of Vermont Species	eng	US	null	null	null
2927198	American Wild Mint	Checklist of Vermont Species	eng	US	null	null	false
2927208	Water Mint	TAXREF	eng	GB	null	null	null
2927230	Lamb's-tails	Checklist of Vermont Species	eng	US	null	null	null
2927251	Hispid Hedgenettle	Checklist of Vermont Species	eng	US	null	null	null
2927305	Garden Lavender	TAXREF	eng	GB	null	null	null
2927347	Slenderleaf Mountain-mint	Checklist of Vermont Species	eng	US	null	null	false
2943190	Black Karagana	Checklist of Vermont Species	eng	US	null	null	null
2927552	Slender-leaved Collomia	Checklist of Vermont Species	eng	US	null	null	false
2927723	Drummond's Phlox	TAXREF	eng	GB	null	null	null
2927730	Wild Blue Phlox	Checklist of Vermont Species	eng	US	null	null	null
2927744	Perennial-pink	Checklist of Vermont Species	eng	US	null	null	null
2927783	Wild Sweet-william	Checklist of Vermont Species	eng	US	null	null	null
2927849	Jacob's Ladder	Checklist of Vermont Species	eng	US	null	null	true
2928284	Blunt-leaved Waterleaf	Database of Vascular Plants of Canada (VASCAN)	eng	null	null	null	false
2928390	Common Bindweed	Checklist of Vermont Species	eng	US	null	null	null
2928390	Cornbind	Checklist of Vermont Species	eng	US	null	null	false
2928441	Granny-pop-out-of-bed	Martha's Vineyard species checklist	eng	null	null	null	null
2928441	Great Bindweed Agg.	Martha's Vineyard species checklist	eng	null	null	null	false
5239938	Onion Earthball	TAXREF	eng	GB	null	null	null
2888763	Allheal	Checklist of Vermont Species	eng	US	null	null	false
2888814	Cutleaf Teasel	Checklist of Vermont Species	eng	US	null	null	null
2925892	Blue-devil	Martha's Vineyard species checklist	eng	null	null	null	null
2927245	Marsh Hedge-nettle	Martha's Vineyard species checklist	eng	null	null	null	true
2927727	Mountain Phlox	Checklist of Vermont Species	eng	US	null	null	null
2927850	Blue Jacob's Ladder	Checklist of Vermont Species	eng	US	null	null	true
2928226	Facelia	Integrated Taxonomic Information System (ITIS)	eng	null	null	null	null
2888963	Smaller Green Dock	Checklist of Vermont Species	eng	US	null	null	false
2888967	Swamp Dock	Checklist of Vermont Species	eng	US	null	null	null
2888980	Maritime Dock	Martha's Vineyard species checklist	eng	null	null	null	null
2888995	Field Sorrel	Checklist of Vermont Species	eng	US	null	null	null
2891677	Sussex Yellow-sorrel	Checklist of Vermont Species	eng	US	null	null	null
2891760	Common Wood-sorrel	Checklist of Vermont Species	eng	US	null	null	false
2891770	Ornamental Jewelweed	Checklist of Vermont Species	eng	US	null	null	null
2891773	Garden Balsam	Checklist of Vermont Species	eng	US	null	null	null
2891774	Orange Balsam	DAISIE - Inventory of alien invasive species in Europe	eng	null	null	null	null
2913548	Sticky-willy	Checklist of Vermont Species	eng	US	null	null	null
2925514	South American Vervain	Checklist of Vermont Species	eng	US	null	null	null
2925527	Ironweed	Martha's Vineyard species checklist	eng	null	null	null	false
2925530	White Vervain	Martha's Vineyard species checklist	eng	null	null	null	null
2925531	Tall Vervain	Checklist of Vermont Species	eng	US	null	null	null
2925532	Bigbract Verbena	Checklist of Vermont Species	eng	US	null	null	null
2925756	Two-row Stickweed	Checklist of Vermont Species	eng	US	null	null	false
2925815	Common Houndstongue	Checklist of Vermont Species	eng	US	null	null	null
2925892	Common Echium	Checklist of Vermont Species	eng	US	null	null	null
2925901	White Ironweed	Checklist of Vermont Species	eng	US	null	null	null
2925932	Virginia Stickseed	Checklist of Vermont Species	eng	US	null	null	null
2926045	Great Forget-me-not	TAXREF	eng	GB	null	null	null
2926110	Bee Plant	Martha's Vineyard species checklist	eng	null	null	null	false
2926394	Purple Giant Hyssop	Checklist of Vermont Species	eng	US	null	null	null
2926406	Anise-mint	Checklist of Vermont Species	eng	US	null	null	null
2926679	Dead Nettle	Checklist of Vermont Species	eng	US	null	null	false
2926682	Red Archangel	Martha's Vineyard species checklist	eng	null	null	null	null
2926691	Rough Pennyroyal	Checklist of Vermont Species	eng	US	null	null	null
2926899	Wood Sage	Martha's Vineyard species checklist	eng	null	null	null	null
2926945	Field Basil	Database of Vascular Plants of Canada (VASCAN)	eng	null	null	null	false
2926995	Whorled Clary	TAXREF	eng	GB	null	null	null
2927004	Kitchen Sage	Checklist of Vermont Species	eng	US	null	null	null
2927075	Ciliate Elsholtzia	Checklist of Vermont Species	eng	US	null	null	false
2927078	Ajuga	Checklist of Vermont Species	eng	US	null	null	null
2928390	White Convolvulus	Checklist of Vermont Species	eng	US	null	null	null
2928441	Hedge Bindweed	Checklist of Vermont Species	eng	US	null	null	null
2928446	Large Bindweed	TAXREF	eng	GB	null	null	null
2928447	Upright Bindweed	Checklist of Vermont Species	eng	US	null	null	false
2928538	Entireleaf Morningglory	Checklist of Vermont Species	eng	US	null	null	null
2928562	Star-glory	Checklist of Vermont Species	eng	US	null	null	null
2928741	Recurved Thorn-apple	GRIN Taxonomy	eng	null	null	null	null
2928751	Jimsonweed, Jimson Weed	Checklist of Vascular Plants in Korea	eng	null	null	null	null
2928751	Jimson Weed	Martha's Vineyard species checklist	eng	null	null	null	false
2928755	Desert Thornapple	Checklist of Vermont Species	eng	US	null	null	null
2928755	Downy Thorn-apple	GRIN Taxonomy	eng	null	null	null	null
2928775	Wild Tobacco	TAXREF	eng	GB	null	null	null
2928835	Duke Of Argyll's Teaplant	Checklist of Vermont Species	eng	US	null	null	null
2930922	Buffalo-bur	Checklist of Vermont Species	eng	US	null	null	null
2930922	Prickly Nightshade	Checklist of Vermont Species	eng	US	null	null	null
2932011	Carolina Horsenettle	Checklist of Vermont Species	eng	US	null	null	null
2932737	Climbing Nightshade	Checklist of Vermont Species	eng	US	null	null	null
2932944	Pepper	Checklist of Vermont Species	eng	US	null	null	null
2932944	Seasoning Pepper	Checklist of Vermont Species	eng	US	null	null	false
2932949	Hornleaf Riverweed	Checklist of Vermont Species	eng	US	null	null	null
2945513	American Yellow-wood	Database of Vascular Plants of Canada (VASCAN)	eng	null	null	null	false
2947311	Chick Pea	DAISIE - Inventory of alien invasive species in Europe	eng	null	null	null	null
2949728	Showy Partridge-pea	Checklist of Vermont Species	eng	US	null	null	null
2950302	Sensitive-pea	Checklist of Vermont Species	eng	US	null	null	null
2952124	Prostrate Tick-clover	Checklist of Vermont Species	eng	US	null	null	null
2959443	Sweet-bean	Checklist of Vermont Species	eng	US	null	null	null
2960863	Northern Hedysarum	Checklist of Vermont Species	eng	US	null	null	true
2963569	Japanese Pagoda Tree	TAXREF	eng	GB	null	null	null
2964355	Blue Pod	Checklist of Vermont Species	eng	US	null	null	null
2964355	Washington Lupine	Checklist of Vermont Species	eng	US	null	null	null
2964435	Wild Lupine	Checklist of Vermont Species	eng	US	null	null	null
2965201	Black Medic	Martha's Vineyard species checklist	eng	null	null	null	null
2965527	Spotted Bur Medick	Checklist of Vermont Species	eng	US	null	null	null
2888948	Munk's Rhubarb	Checklist of Vermont Species	eng	US	null	null	null
2888951	Garden Dock	Checklist of Vascular Plants in Korea	eng	null	null	null	null
2930222	Smallflower Nightshade	Checklist of Vermont Species	eng	US	null	null	null
2889299	Viviparous Bistort	Checklist of Vermont Species	eng	US	null	null	false
2889320	Virginia Knotweed	Checklist of Vermont Species	eng	US	null	null	null
2889340	Swamp Smartweed	TAXREF	eng	GB	null	null	null
