id	vernacularName	source	language	countryCode	sex	lifeStage	isPreferredName
4280535	Narrow-fruited Crisp-moss	TAXREF	eng	GB	null	null	null
4280791	Warnstorf's Sphagnum	Checklist of Vermont Species	eng	US	null	null	null
4299455	Krautwurm's Fritillary	Checklist of Vermont Species	eng	US	null	null	true
4299689	Clouded Wood Nymph	Checklist of Vermont Species	eng	US	null	null	true
4299764	Little Wood-satyr	Checklist of Vermont Species	eng	US	null	null	null
4299798	Appalachian Brown	Checklist of Vermont Species	eng	US	null	null	null
4299800	Eyed Brown	Checklist of Vermont Species	eng	US	null	null	null
4299804	Northern Pearly-eye	Checklist of Vermont Species	eng	US	null	null	true
4299896	Black Swallowtail	Martha's Vineyard species checklist	eng	null	null	null	null
4302199	Oak Leafroller Moth	Checklist of Vermont Species	eng	US	null	null	true
4302202	Fruit-tree Leaf-roller	United Kingdom Species Inventory (UKSI)	eng	null	null	null	false
4302221	Common Gray	Martha's Vineyard species checklist	eng	null	null	null	null
4302252	Gem Moth	Checklist of Vermont Species	eng	US	null	null	true
4302259	Scallop Shell	Catalogue of the Lepidoptera of Belgium	eng	null	null	null	null
4302274	Mottled Gray Carpet Moth	Checklist of Vermont Species	eng	US	null	null	true
4302316	Snowy Urola Moth	Checklist of Vermont Species	eng	US	null	null	true
4302319	Straight-lined Vaxi Moth	Checklist of Vermont Species	eng	US	null	null	true
4302510	Common Whitetail	Integrated Taxonomic Information System (ITIS)	eng	null	null	null	null
4302514	Chalk-fronted Corporal	Checklist of Vermont Species	eng	US	null	null	null
4302535	Common Baskettail	Checklist of Vermont Species	eng	US	null	null	null
4302537	Spiny Baskettail	Checklist of Vermont Species	eng	US	null	null	null
4302538	Beaverpond Baskettail	Checklist of Vermont Species	eng	US	null	null	null
4302543	Prince Baskettail	Checklist of Vermont Species	eng	US	null	null	null
4302573	Spine-crowned Clubtail	Checklist of Vermont Species	eng	US	null	null	true
4302729	Citrine Forktail	Integrated Taxonomic Information System (ITIS)	eng	null	null	null	null
4304721	Brown Hive	Checklist of Vermont Species	eng	US	null	null	null
4371566	Northern Hatchet Shell	TAXREF	eng	GB	null	null	null
4402879	Roesel's Bush-cricket	Catalogue of Life	eng	null	null	null	null
4408321	Fresh-water Jellyfish	Checklist of Vermont Species	eng	US	null	null	null
4410657	Lob Worm	Checklist of Vermont Species	eng	US	null	null	null
4410669	Red Worm	TAXREF	eng	GB	null	null	null
4410669	Red-head Worm	Catalogue of Life	eng	null	null	null	null
5023193	White Pine Sawfly	Checklist of Vermont Species	eng	US	null	null	true
5025857	Parasitoid Wasp	Checklist of Vermont Species	eng	US	null	null	null
5032718	Bedeguar Gall Causer	TAXREF	eng	GB	null	null	null
5108665	Florida Fern Moth	Checklist Dutch Caribbean Species Register	eng	null	null	null	true
5108670	Silver-spotted Fern Moth	Checklist of Vermont Species	eng	US	null	null	true
5108957	Brother	Checklist of Vermont Species	eng	US	null	null	null
5109535	Intermediate Hooded Owlet	Checklist of Vermont Species	eng	US	null	null	true
5109596	Brown-hooded Owlet Moth	Checklist of Vermont Species	eng	US	null	null	true
5109740	Gray Hooded Owlet	Checklist of Vermont Species	eng	US	null	null	true
5109845	Yellow-striped Armyworm Moth	Martha's Vineyard species checklist	eng	null	null	null	true
5114128	Speckled Green Fruitworm Moth	Martha's Vineyard species checklist	eng	null	null	null	true
5114151	Rusty Whitesided Caterpillar	Martha's Vineyard species checklist	eng	null	null	null	null
5115874	Great Tiger Moth	Checklist of Vermont Species	eng	US	null	null	null
5116353	Milkweed Tussock Moth	Checklist of Vermont Species	eng	US	null	null	true
5118327	Definite Tussock Moth	Checklist of Vermont Species	eng	US	null	null	true
5118459	Modest Furcula Moth	Checklist of Vermont Species	eng	US	null	null	true
5118474	Gray Furcula	Checklist of Vermont Species	eng	US	null	null	null
5118927	Redhumped Caterpillar	Martha's Vineyard species checklist	eng	null	null	null	null
5118934	Unicorn Caterpillar	Checklist of Vermont Species	eng	US	null	null	null
5119026	Saddled Prominent Moth	Checklist of Vermont Species	eng	US	null	null	true
5120396	Shy Cosmet Moth	Checklist of Vermont Species	eng	US	null	null	true
5120577	Large Clover Casebearer	Checklist of Vermont Species	eng	US	null	null	null
5121613	Red Clover Casebearer Moth	Checklist of Vermont Species	eng	US	null	null	true
5122206	Ten-spotted Honeysuckle Moth	Checklist of Vermont Species	eng	US	null	null	true
5122647	Arcane Grass Tubeworm Moth	Checklist of Vermont Species	eng	US	null	null	true
5123582	Striped Bright	Checklist of Vermont Species	eng	US	null	null	true
4280068	Slender Haircap	TAXREF	eng	GB	null	null	null
4280334	Tufted Apple-moss	TAXREF	eng	GB	null	null	null
4299370	Painted Beauty	Checklist of Vermont Species	eng	US	null	null	null
5112199	Praevia Dart	Checklist of Vermont Species	eng	US	null	null	true
4281347	Shaggy-fringe Lichen	Checklist of Vermont Species	eng	US	null	null	true
4288870	Central European Freshwater Nemertean	Checklist of Vermont Species	eng	US	null	null	null
4291745	Weevil	Checklist of Vermont Species	eng	US	null	null	null
4292170	Rough Strawberry-root Weevil	United Kingdom Species Inventory (UKSI)	eng	null	null	null	true
4292446	New York Weevil	Checklist of Vermont Species	eng	US	null	null	true
4292563	Red-shouldered Pine Borer	Checklist of Vermont Species	eng	US	null	null	true
4292724	Banded Longhorn Beetle	Checklist of Vermont Species	eng	US	null	null	true
4293103	Arrowhead Borer	Checklist of Vermont Species	eng	US	null	null	true
4293134	Read-headed Ash Borer	Checklist of Vermont Species	eng	US	null	null	null
4299368	Painted Lady Butterfly	Checklist of Vermont Species	eng	US	null	null	false
4299370	America Painted Lady	Martha's Vineyard species checklist	eng	null	null	null	null
4301348	Blinded Sphinx	Martha's Vineyard species checklist	eng	null	null	null	true
4301457	Southern Broad-winged Skipper	Checklist of Vermont Species	eng	US	null	null	true
4301629	Delaware Skipper	Checklist of Vermont Species	eng	US	null	null	null
4301691	Western Dun Skipper	Checklist of Vermont Species	eng	US	null	null	true
4301695	Eastern Dun Skipper	Checklist of Vermont Species	eng	US	null	null	true
4301802	Common Roadside-skipper	Checklist of Vermont Species	eng	US	null	null	null
4301831	Pepper And Salt Skipper	Checklist of Vermont Species	eng	US	null	null	null
4302004	Mandan Arctic Skipper	Checklist of Vermont Species	eng	US	null	null	true
4302199	Oak Leafroller	Checklist of Vermont Species	eng	US	null	null	null
4302221	Common Gray Moth	Martha's Vineyard species checklist	eng	null	null	null	true
4302230	Porcelain Gray	Checklist of Vermont Species	eng	US	null	null	true
4302240	Oak Besma Moth	Checklist of Vermont Species	eng	US	null	null	true
4302252	Gem	Martha's Vineyard species checklist	eng	null	null	null	null
4408523	Hudsonian Curlew	Checklist Dutch Caribbean Species Register	eng	null	null	null	true
4408918	Canada Warbler	Checklist of Vermont Species	eng	US	null	null	null
4409023	Chimney Swift	The Clements Checklist	eng	null	null	null	null
4410657	Dew Worm	Checklist of Vermont Species	eng	US	null	null	null
4410669	Blood Worm	Catalogue of Life	eng	null	null	null	null
4410669	Square-tailed Worms	United Kingdom Species Inventory (UKSI)	eng	null	null	null	false
5032718	Mossy Rose Gall Wasp	Checklist of Vermont Species	eng	US	null	null	true
5109535	Intermediate Hooded Owlet Moth	Martha's Vineyard species checklist	eng	null	null	null	true
5109566	Asteroid Moth	Checklist of Vermont Species	eng	US	null	null	true
5109589	Speyer's Cucullia Moth	Martha's Vineyard species checklist	eng	null	null	null	true
5109740	Gray-hooded-owlet Moth	Checklist of Vermont Species	eng	US	null	null	true
5109845	Yellowstriped Armyworm	Martha's Vineyard species checklist	eng	null	null	null	null
5109855	Fall Armyworm	Checklist of Vermont Species	eng	US	null	null	null
5110723	Stormy Arches Moth	Checklist of Vermont Species	eng	US	null	null	true
5112900	Intent Zale Moth	Checklist of Vermont Species	eng	US	null	null	true
5110754	Cloudy Arches Moth	Checklist of Vermont Species	eng	US	null	null	true
5110756	Purple Arches Moth	Checklist of Vermont Species	eng	US	null	null	true
5110863	Reddish Speckled Dart	Checklist of Vermont Species	eng	US	null	null	null
5111139	Ursula Wainscot Moth	Checklist of Vermont Species	eng	US	null	null	true
5111397	Many-lined Wainscot Moth	Checklist of Vermont Species	eng	US	null	null	true
5111472	Unarmed Wainscot	Checklist of Vermont Species	eng	US	null	null	null
5111521	False Wainscot Moth	Checklist of Vermont Species	eng	US	null	null	true
5112060	Discolored Renia Moth	Checklist of Vermont Species	eng	US	null	null	true
5112068	Speckled Renia Moth	Checklist of Vermont Species	eng	US	null	null	true
5112078	Sociable Renia Moth	Checklist of Vermont Species	eng	US	null	null	true
5112080	Sober Renia Moth	Checklist of Vermont Species	eng	US	null	null	true
5112130	Pearly Wood-nymph	Checklist of Vermont Species	eng	US	null	null	true
5112131	Beautiful Wood-nymph Moth	Checklist of Vermont Species	eng	US	null	null	true
5112233	Norman's Dart Moth	Checklist of Vermont Species	eng	US	null	null	true
5112377	Smith's Dart	Checklist of Vermont Species	eng	US	null	null	true
5114043	Garman's Quaker	Checklist of Vermont Species	eng	US	null	null	true
5114107	Gray Quaker Moth	Checklist of Vermont Species	eng	US	null	null	true
5114128	Green Fruitworm	Checklist of Vermont Species	eng	US	null	null	null
5114151	Subdued Quaker	Checklist of Vermont Species	eng	US	null	null	true
4280795	Austin's Bog-moss	TAXREF	eng	GB	null	null	null
4280850	Imbricate Bog-moss	TAXREF	eng	GB	null	null	null
5109596	Brown-hooded Owlet	Checklist of Vermont Species	eng	US	null	null	true
5112302	Northern Variable Dart Moth	Checklist of Vermont Species	eng	US	null	null	true
5112990	Maple Zale Moth	Checklist of Vermont Species	eng	US	null	null	true
5114083	Ruby Quaker	Checklist of Vermont Species	eng	US	null	null	true
5032718	Bedeguar Gall	Checklist of Vermont Species	eng	US	null	null	false
5034116	Carpenter Ant	Martha's Vineyard species checklist	eng	null	null	null	false
5034986	Mottled Dolichoderus	Checklist of Vermont Species	eng	US	null	null	true
5035293	Thief Ant	Checklist of Vermont Species	eng	US	null	null	null
5035408	Pennsylvania Ponera	Checklist of Vermont Species	eng	US	null	null	true
5035802	Turfgrass Ant	Checklist of Vermont Species	eng	US	null	null	true
5035826	Subterranean Aphid-tending Ant	Checklist of Vermont Species	eng	US	null	null	true
5035827	New World Fuzzy Ant	Checklist of Vermont Species	eng	US	null	null	true
5036197	Four-toothed Mason Wasp	Checklist of Vermont Species	eng	US	null	null	true
5037120	Cross Potter Wasp	Checklist of Vermont Species	eng	US	null	null	true
5037244	Canadian Potter Wasp	Checklist of Vermont Species	eng	US	null	null	true
5037320	One-banded Mason Wasp	Checklist of Vermont Species	eng	US	null	null	true
5037413	Lobed Mason Wasp	Checklist of Vermont Species	eng	US	null	null	true
5037425	Walden’s Potter Wasp	Checklist of Vermont Species	eng	US	null	null	true
5037434	European Tube Wasp	Checklist of Vermont Species	eng	US	null	null	true
5037451	Vespid Wasp	Checklist of Vermont Species	eng	US	null	null	null
5037590	Hidalgo Mason Wasp	Checklist of Vermont Species	eng	US	null	null	true
5038411	Willow Shoot Sawfly	Integrated Taxonomic Information System (ITIS)	eng	null	null	null	null
5038412	Kissing Cuckoo Carder Bee	Checklist of Vermont Species	eng	US	null	null	true
5038414	Federal Dark Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5038420	Sixteen-spotted Cuckoo Carder Bee	Checklist of Vermont Species	eng	US	null	null	true
5038497	Compressed Dark Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039076	Wide-banded Mason Bee	Checklist of Vermont Species	eng	US	null	null	true
5039079	Bufflehead Mason	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039096	Mason Bee	Checklist of Vermont Species	eng	US	null	null	null
5039351	Maine Blueberry Bee	Checklist of Vermont Species	eng	US	null	null	true
5039354	Horn-faced Bee	Checklist of Vermont Species	eng	US	null	null	null
5040146	Bumble-bee-mimic Anthophora	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	false
5040457	Orange-tipped Wood-digger Bee	Checklist of Vermont Species	eng	US	null	null	true
5040660	Two-spotted Longhorn Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	false
5040668	Eastern Thistle Longhorn	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5040702	Valiant Long-horned Bee	Checklist of Vermont Species	eng	US	null	null	true
5040749	Pickerelweed Long-horned Bee	Checklist of Vermont Species	eng	US	null	null	true
5040841	Lyonia Blunt-horn	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5041254	Common Thread-waisted Wasp	Checklist of Vermont Species	eng	US	null	null	true
5041385	Aphid Wasp	Martha's Vineyard species checklist	eng	null	null	null	null
5041466	Mud Dauber Wasp	Martha's Vineyard species checklist	eng	null	null	null	false
5042369	Groove-faced Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042377	Davis's Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042395	Minor Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042412	Cyclops Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042418	Plate-shouldered Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042424	Clematis Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042429	Buttercup Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042432	Cresson's Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042525	Crowned Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042546	Solon Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042582	Capped Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042595	Autumn Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	false
5042602	Illinois Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042619	Black-tipped Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042627	Scalloped Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	false
5042628	Townes' Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5137672	Common Sulphur	Catalogue of Life	eng	null	null	null	null
4410669	Red Marshworms	Integrated Taxonomic Information System (ITIS)	eng	null	null	null	null
5042464	Nimble Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042857	Whitish Sweat Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	false
5035777	Cornfield Ant	TAXREF	eng	GB	null	null	null
5037451	Catskill Potter Wasp	Checklist of Vermont Species	eng	US	null	null	true
5037491	Bramble Mason Wasp	Checklist of Vermont Species	eng	US	null	null	true
5037503	Smiling Mason Wasp	Checklist of Vermont Species	eng	US	null	null	true
5037590	Wasp	Checklist of Vermont Species	eng	US	null	null	null
5038412	Labiate Dark Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5038414	Federal Cuckoo Carder Bee	Checklist of Vermont Species	eng	US	null	null	true
5038420	Sixteen-spotted Dark Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5038492	Spot-sided Dark Bee	Checklist of Vermont Species	eng	US	null	null	true
5038497	Constrained Cuckoo Carder Bee	Checklist of Vermont Species	eng	US	null	null	true
5038547	Sunflower Burrowing-resin Bee	Checklist of Vermont Species	eng	US	null	null	true
5038673	Produced Small-mason	Checklist of Vermont Species	eng	US	null	null	true
5038701	Hairy-fronted Small-mason	Checklist of Vermont Species	eng	US	null	null	true
5038789	Truncate Small-mason	Checklist of Vermont Species	eng	US	null	null	true
5038879	Dilated-horned Small-mason	Checklist of Vermont Species	eng	US	null	null	true
5038892	Robertson's Small-mason	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039076	Neat Mason	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039079	Bufflehead Mason Bee	Checklist of Vermont Species	eng	US	null	null	true
5039096	Blue Mason Bee	Checklist of Vermont Species	eng	US	null	null	true
5039112	Taurus Orchard Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039157	Polished-faced Mason	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039159	Friendly Mason Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	false
5039173	Beardtongue Mason	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039267	Similar Mason Bee	Checklist of Vermont Species	eng	US	null	null	true
5039312	Blueberry Mason	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039351	Black-bellied Mason	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039354	Hornfaced Bee	Global Register of Introduced and Invasive Species - United States (Contiguous) (ver.2.0, 2022)	eng	US	null	null	null
5039997	Spurred Small Carpenter	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5040018	Nimble Carpenter Bee	Checklist of Vermont Species	eng	US	null	null	true
5040146	Bumble-bee-mimic Digger Bee	Checklist of Vermont Species	eng	US	null	null	true
5040457	Red-tipped Digger Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	false
5040606	Agile Longhorn	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5040637	Dark-veined Longhorn	Checklist of Vermont Species	eng	US	null	null	true
5040638	Vigorous Long-horned Bee	Checklist of Vermont Species	eng	US	null	null	true
5040653	Drury's Long-horned Bee	Checklist of Vermont Species	eng	US	null	null	true
5040668	Thistle Long-horned Bee	Checklist of Vermont Species	eng	US	null	null	true
5040702	New England Longhorn	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5040749	Pickerelweed Longhorn	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5041385	Steel-blue Cricket Hunter	Martha's Vineyard species checklist	eng	null	null	null	null
5041466	Yellow-legged Mud-dauber Wasp	Checklist of Vermont Species	eng	US	null	null	true
5042582	Capped Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	false
5042583	Red-toothed Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042595	Autumnal Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042602	Illinois Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042619	New England Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042626	Atlantic Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042627	Scalloped Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042628	Townes's Cuckoo Sweat Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	false
5042802	Beebalm Shortface	Checklist of Vermont Species	eng	US	null	null	true
5042857	Silky Striped Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042888	Splendid Sweat Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	false
5189537	Wrinkled Rock Borer	TAXREF	eng	GB	null	null	null
5034116	Eastern Black Carpenter Ant	Checklist of Vermont Species	eng	US	null	null	true
5038967	White-fronted Small-mason	Checklist of Vermont Species	eng	US	null	null	true
5040660	Two-spotted Longhorn	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042721	Pickerelweed Shortface	Checklist of Vermont Species	eng	US	null	null	true
4534533	Double Lobed	Catalogue of the Lepidoptera of Belgium	eng	null	null	null	null
4534796	Black-olive Caterpillar Moth	Martha's Vineyard species checklist	eng	null	null	null	null
4535827	Peacock	TAXREF	eng	GB	null	null	null
4925723	Downy-leaved Arrowwood	Checklist of Vermont Species	eng	US	null	null	false
4989923	Eye-spotted Lady Beetle	Checklist of Vermont Species	eng	US	null	null	true
4926451	Stiff Quillwort	Checklist of Vermont Species	eng	US	null	null	false
4926517	Roundleaf Orchid	Checklist of Vermont Species	eng	US	null	null	null
4932035	Big Bluestem	TAXREF	eng	GB	null	null	null
5032718	Rose Bedeguar Causer	United Kingdom Species Inventory (UKSI)	eng	null	null	null	false
5033385	New York Carpenter Ant	Checklist of Vermont Species	eng	US	null	null	true
5033542	American Carpenter Ant	Checklist of Vermont Species	eng	US	null	null	true
5034116	Black Carpenter Ant	Checklist of Vermont Species	eng	US	null	null	null
5039096	Cerulean Mason	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039112	Taurus Mason Bee	Global Register of Introduced and Invasive Species - United States (Contiguous) (ver.2.0, 2022)	eng	US	null	null	null
5039134	White-bellied Mason	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039157	Shiny-faced Mason Bee	Checklist of Vermont Species	eng	US	null	null	true
5039159	Proximal Mason	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039173	Distinct Mason Bee	Checklist of Vermont Species	eng	US	null	null	true
5039267	Cup-legged Mason	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039312	Twig Mason Bee	Checklist of Vermont Species	eng	US	null	null	true
5039351	Small Black-bellied Mason Bee	Checklist of Vermont Species	eng	US	null	null	null
5039354	Horn-faced Mason	Checklist of Vermont Species	eng	US	null	null	true
5039420	Orchard Mason Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	false
5039449	Georgia Mason	Checklist of Vermont Species	eng	US	null	null	true
5039771	Doubled Small Carpenter	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5039997	Spurred Carpenter Bee	Checklist of Vermont Species	eng	US	null	null	true
5040457	Orange-tipped Wood-digger	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5040606	Agile Long-horned Bee	Checklist of Vermont Species	eng	US	null	null	true
5040637	Three-knotted Long-horned Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	false
5040638	Echinacea Longhorn	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5040653	Goldenrod Longhorn	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5040660	Two-spotted Long-horned Bee	Checklist of Vermont Species	eng	US	null	null	true
5041385	Steel-blue Cricket-wasp	Checklist of Vermont Species	eng	US	null	null	null
5041466	Mud Dauber	Martha's Vineyard species checklist	eng	null	null	null	null
5111397	Many-lined Wainscot	Checklist of Vermont Species	eng	US	null	null	true
5111472	Unarmed Wainscot Moth	Checklist of Vermont Species	eng	US	null	null	true
5111521	False Wainscot	Checklist of Vermont Species	eng	US	null	null	null
5112130	Pearly Wood-nymph Moth	Checklist of Vermont Species	eng	US	null	null	true
5112131	Beautiful Wood-nymph	Checklist of Vermont Species	eng	US	null	null	null
5112233	Norman’s Dart	Checklist of Vermont Species	eng	US	null	null	true
5112302	Northern Variable Dart	Checklist of Vermont Species	eng	US	null	null	true
5112377	Smith's Dart Moth	Checklist of Vermont Species	eng	US	null	null	true
5112887	Bold-based Zale Moth	Checklist of Vermont Species	eng	US	null	null	true
5112892	Green-dusted Zale Moth	Checklist of Vermont Species	eng	US	null	null	true
5112908	Black Zale Moth	Checklist of Vermont Species	eng	US	null	null	true
5112915	Hazel Zale Moth	Checklist of Vermont Species	eng	US	null	null	true
5112917	Lunate Zale Moth	Checklist of Vermont Species	eng	US	null	null	true
5112923	Horrid Zale Moth	Checklist of Vermont Species	eng	US	null	null	true
5112940	Colorful Zale Moth	Checklist of Vermont Species	eng	US	null	null	true
5112944	Brown-spotted Zale Moth	Checklist of Vermont Species	eng	US	null	null	true
5112959	One-lined Zale Moth	Checklist of Vermont Species	eng	US	null	null	true
5112968	Pine False Looper Moth	Checklist of Vermont Species	eng	US	null	null	true
5112990	Maple Zale	Checklist of Vermont Species	eng	US	null	null	null
5114083	Ruby Quaker Moth	Checklist of Vermont Species	eng	US	null	null	true
5114107	Gray Quaker	Checklist of Vermont Species	eng	US	null	null	true
5114128	Speckled Green Fruitworm	Checklist of Vermont Species	eng	US	null	null	null
5114151	Subdued Quaker Moth	Martha's Vineyard species checklist	eng	null	null	null	true
5114189	Saddled Yellowhorn	Checklist of Vermont Species	eng	US	null	null	true
5114192	Close-banded Demas	Checklist of Vermont Species	eng	US	null	null	null
4534166	The Nutmeg	Checklist of Vermont Species	eng	US	null	null	true
5112798	Gold-lined Melanomma Moth	Checklist of Vermont Species	eng	US	null	null	true
4529248	Lime Cosmet	Catalogue of the Lepidoptera of Belgium	eng	null	null	null	null
4531687	Water Veneer	United Kingdom Species Inventory (UKSI)	eng	null	null	null	true
4531968	Pyraustine Moth	Checklist of Vermont Species	eng	US	null	null	null
4532493	Mother Shipton	TAXREF	eng	GB	null	null	null
4534166	Clover Cutworm	Martha's Vineyard species checklist	eng	null	null	null	null
4536472	Yarrow Plume Moth	Checklist of Vermont Species	eng	US	null	null	true
4543837	Maple Bladdergall Mite	Checklist of Vermont Species	eng	US	null	null	true
4543845	Maple Spindle Gall Mite	Checklist of Vermont Species	eng	US	null	null	true
4544042	Willow Bead Gall Mite	Checklist of Vermont Species	eng	US	null	null	true
4544532	Ash Bead Gall Mite	Checklist of Vermont Species	eng	US	null	null	true
4544677	Elm Leaf Gall Mite	Checklist of Vermont Species	eng	US	null	null	true
4548776	Fowl Mite	Global Register of Introduced and Invasive Species - Hawaii, United States (ver.2.0, 2022)	eng	US	null	null	null
4925587	Protean Knapweed	Checklist of Vermont Species	eng	US	null	null	null
4925723	Downy Arrow-wood	Checklist of Vermont Species	eng	US	null	null	null
4926336	Pearly Everlasting	DAISIE - Inventory of alien invasive species in Europe	eng	null	null	null	null
4926451	Spiny Quillwort	Checklist of Vermont Species	eng	US	null	null	false
4926517	One-leaved Orchis	Checklist of Vermont Species	eng	US	null	null	false
4932035	Blue-stem-grass	Checklist of Vermont Species	eng	US	null	null	null
5042424	Clematis Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042429	Buttercup Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042432	Cresson's Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042525	Crowned Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
5042546	Shiny-faced Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	null
5042582	Helmeted Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042583	Stygian Blood Bee	Checklist of the Wild Bees (Apoidea: Anthophila) of Vermont, USA	eng	US	null	null	true
5042595	Autumn Cuckoo Sweat Bee	Checklist of Vermont Species	eng	US	null	null	true
